text,original_label,label,event_type
Authority secretes cone.,implausible,0,"{'sen_id': 572, 'sentence': 'Authority secretes cone.', 'predicted_mentions': []}"
Fruit reduces risk.,plausible,1,"{'sen_id': 573, 'sentence': 'Fruit reduces risk.', 'predicted_mentions': [{'sentence_offset': [6, 13], 'trigger_words': 'reduces', 'trigger_confidence': 0.9094588160514832, 'event_type': {'xpo_node': 'DWD_Q1458711', 'name': 'harm_reduction', 'description': 'range of public health policies designed to lessen the negative social and/or physical consequences associated with various human behaviors, both legal and illegal'}, 'event_confidence': 0.982106626033783}]}"
Amount reaches journal.,plausible,0,"{'sen_id': 574, 'sentence': 'Amount reaches journal.', 'predicted_mentions': []}"
Person commits assault.,plausible,1,"{'sen_id': 575, 'sentence': 'Person commits assault.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'commits', 'trigger_confidence': 0.903588056564331, 'event_type': {'xpo_node': 'DWD_Q815005', 'name': 'commitment', 'description': 'public expression of facts concerning the actor'}, 'event_confidence': 0.974949836730957}, {'sentence_offset': [15, 22], 'trigger_words': 'assault', 'trigger_confidence': 0.8760424852371216, 'event_type': {'xpo_node': 'DWD_Q365680', 'name': 'assault', 'description': 'physical attack of another person'}, 'event_confidence': 0.9781590700149536}]}"
Payment organizes form.,implausible,0,"{'sen_id': 576, 'sentence': 'Payment organizes form.', 'predicted_mentions': [{'sentence_offset': [8, 17], 'trigger_words': 'organizes', 'trigger_confidence': 0.9401797652244568, 'event_type': {'xpo_node': 'DWD_Q25931691', 'name': 'organizing', 'description': 'establishment of effective authority relationships among selected work, persons and work places'}, 'event_confidence': 0.9571208357810974}]}"
Birthplace revisits episode.,implausible,1,"{'sen_id': 577, 'sentence': 'Birthplace revisits episode.', 'predicted_mentions': []}"
Faculty holds patent.,plausible,1,"{'sen_id': 578, 'sentence': 'Faculty holds patent.', 'predicted_mentions': [{'sentence_offset': [8, 13], 'trigger_words': 'holds', 'trigger_confidence': 0.9796777367591858, 'event_type': {'xpo_node': 'DWD_Q159377', 'name': 'lockout', 'description': 'temporary work stoppage or denial of employment initiated by the management of a company during a labor dispute'}, 'event_confidence': 0.7218436598777771}]}"
Castle negates range.,implausible,1,"{'sen_id': 579, 'sentence': 'Castle negates range.', 'predicted_mentions': []}"
Mourner wins attainment.,implausible,0,"{'sen_id': 580, 'sentence': 'Mourner wins attainment.', 'predicted_mentions': []}"
Demise assimilates wall.,implausible,0,"{'sen_id': 581, 'sentence': 'Demise assimilates wall.', 'predicted_mentions': [{'sentence_offset': [7, 18], 'trigger_words': 'assimilates', 'trigger_confidence': 0.966107189655304, 'event_type': {'xpo_node': 'DWD_Q67566254', 'name': 'alignment', 'description': 'process in bioinformatics that compares two or more entities, typically the sequence or structure (or derivatives) of macromolecules, to identify equivalent subunits'}, 'event_confidence': 0.8937739133834839}]}"
Fruit ruins neck.,implausible,0,"{'sen_id': 582, 'sentence': 'Fruit ruins neck.', 'predicted_mentions': []}"
Water persuades dancer.,implausible,0,"{'sen_id': 583, 'sentence': 'Water persuades dancer.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'persuades', 'trigger_confidence': 0.9416215419769287, 'event_type': {'xpo_node': 'DWD_Q1231428', 'name': 'persuasion', 'description': 'umbrella term of influence and mode of communication'}, 'event_confidence': 0.9920886754989624}]}"
Person seek quality.,plausible,1,"{'sen_id': 584, 'sentence': 'Person seek quality.', 'predicted_mentions': []}"
Dealer throws dice.,plausible,0,"{'sen_id': 585, 'sentence': 'Dealer throws dice.', 'predicted_mentions': [{'sentence_offset': [7, 13], 'trigger_words': 'throws', 'trigger_confidence': 0.9575439691543579, 'event_type': {'xpo_node': 'DWD_Q15855160', 'name': 'throwing_sport', 'description': 'sports where an object is thrown'}, 'event_confidence': 0.7697489857673645}]}"
Pun develops mystery.,implausible,1,"{'sen_id': 586, 'sentence': 'Pun develops mystery.', 'predicted_mentions': [{'sentence_offset': [4, 12], 'trigger_words': 'develops', 'trigger_confidence': 0.9551225304603577, 'event_type': {'xpo_node': 'DWD_Q27908081', 'name': 'development', 'description': 'personal change in children and adults'}, 'event_confidence': 0.9316310286521912}]}"
Advent embellishes sentiment.,implausible,1,"{'sen_id': 587, 'sentence': 'Advent embellishes sentiment.', 'predicted_mentions': []}"
City administers district.,plausible,1,"{'sen_id': 588, 'sentence': 'City administers district.', 'predicted_mentions': [{'sentence_offset': [5, 16], 'trigger_words': 'administers', 'trigger_confidence': 0.9605384469032288, 'event_type': {'xpo_node': 'DWD_Q31728', 'name': 'public_administration', 'description': 'generic term for the administrations that perform tasks of the state, including bodies governed by public law'}, 'event_confidence': 0.8708934187889099}]}"
Name modifies baseball.,implausible,0,"{'sen_id': 589, 'sentence': 'Name modifies baseball.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'modifies', 'trigger_confidence': 0.9888665080070496, 'event_type': {'xpo_node': 'DWD_Q1087043', 'name': 'modding', 'description': 'customization of a product by the end user'}, 'event_confidence': 0.9679920077323914}]}"
Municipality considers merger.,plausible,1,"{'sen_id': 590, 'sentence': 'Municipality considers merger.', 'predicted_mentions': [{'sentence_offset': [13, 22], 'trigger_words': 'considers', 'trigger_confidence': 0.8246013522148132, 'event_type': {'xpo_node': 'DWD_Q1344851', 'name': 'consideration', 'description': 'concept of legal value in connection with contracts'}, 'event_confidence': 0.9547392129898071}, {'sentence_offset': [23, 29], 'trigger_words': 'merger', 'trigger_confidence': 0.8507958650588989, 'event_type': {'xpo_node': 'DWD_Q504635', 'name': 'crossover', 'description': 'term applied to musical works or performers combining two or more genres'}, 'event_confidence': 0.8325215578079224}]}"
Fluid makes indecency.,implausible,1,"{'sen_id': 591, 'sentence': 'Fluid makes indecency.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'makes', 'trigger_confidence': 0.6469403505325317, 'event_type': {'xpo_node': 'DWD_Q5958765', 'name': 'hypersensitivity', 'description': 'inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system'}, 'event_confidence': 0.7825465798377991}]}"
Fragment constitutes consultation.,implausible,1,"{'sen_id': 592, 'sentence': 'Fragment constitutes consultation.', 'predicted_mentions': []}"
Harmony offsets speech.,implausible,0,"{'sen_id': 593, 'sentence': 'Harmony offsets speech.', 'predicted_mentions': [{'sentence_offset': [16, 22], 'trigger_words': 'speech', 'trigger_confidence': 0.8252354860305786, 'event_type': {'xpo_node': 'DWD_Q18342738', 'name': 'public_speaking', 'description': 'process and act of speaking or giving a lecture to a group of people in a structured, deliberate manner intended to inform, influence, or entertain a listening audience'}, 'event_confidence': 0.9306787848472595}]}"
Depiction builds bridge.,plausible,0,"{'sen_id': 594, 'sentence': 'Depiction builds bridge.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Depiction', 'trigger_confidence': 0.5009860992431641, 'event_type': {'xpo_node': 'DWD_Q21550668', 'name': 'illustration', 'description': 'process of providing drawings or other pictures intended to elucidate a description, story, or other written material'}, 'event_confidence': 0.9614233374595642}, {'sentence_offset': [10, 16], 'trigger_words': 'builds', 'trigger_confidence': 0.5295027494430542, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.7630115151405334}]}"
Mill requires climate.,implausible,0,"{'sen_id': 595, 'sentence': 'Mill requires climate.', 'predicted_mentions': []}"
Agenda irrigates nation.,implausible,1,"{'sen_id': 596, 'sentence': 'Agenda irrigates nation.', 'predicted_mentions': [{'sentence_offset': [7, 16], 'trigger_words': 'irrigates', 'trigger_confidence': 0.9774414896965027, 'event_type': {'xpo_node': 'DWD_Q57054064', 'name': 'immersion', 'description': 'act of immerging an object in a liquid or gas'}, 'event_confidence': 0.8129615783691406}]}"
Wrongdoer determines rogue.,implausible,1,"{'sen_id': 597, 'sentence': 'Wrongdoer determines rogue.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Wrongdoer', 'trigger_confidence': 0.8889532089233398, 'event_type': {'xpo_node': 'DWD_Q318836', 'name': 'malpractice', 'description': 'instance of negligence or incompetence on the part of a professional, who may become subjected to malpractice actions'}, 'event_confidence': 0.9138568043708801}, {'sentence_offset': [10, 20], 'trigger_words': 'determines', 'trigger_confidence': 0.9044071435928345, 'event_type': {'xpo_node': 'DWD_Q12778120', 'name': 'determination', 'description': 'establishment of a state or result or concept'}, 'event_confidence': 0.9437817931175232}]}"
Cocoa juggles vessel.,implausible,1,"{'sen_id': 598, 'sentence': 'Cocoa juggles vessel.', 'predicted_mentions': []}"
Resource receives acclaim.,plausible,1,"{'sen_id': 599, 'sentence': 'Resource receives acclaim.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'receives', 'trigger_confidence': 0.9747123122215271, 'event_type': {'xpo_node': 'DWD_Q83493081', 'name': 'reception', 'description': 'process of recovering a message, signal, or item that has been transmitted'}, 'event_confidence': 0.9929759502410889}]}"
Stroke sends moment.,implausible,1,"{'sen_id': 600, 'sentence': 'Stroke sends moment.', 'predicted_mentions': []}"
Shock startles individual.,plausible,1,"{'sen_id': 601, 'sentence': 'Shock startles individual.', 'predicted_mentions': []}"
Fire expands perimeter.,plausible,1,"{'sen_id': 602, 'sentence': 'Fire expands perimeter.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'expands', 'trigger_confidence': 0.9175354242324829, 'event_type': {'xpo_node': 'DWD_Q19841649', 'name': 'building_expansion', 'description': 'expansion of a structure'}, 'event_confidence': 0.9860155582427979}]}"
Service satisfies ambition.,plausible,1,"{'sen_id': 603, 'sentence': 'Service satisfies ambition.', 'predicted_mentions': [{'sentence_offset': [0, 7], 'trigger_words': 'Service', 'trigger_confidence': 0.5995352864265442, 'event_type': {'xpo_node': 'DWD_Q161837', 'name': 'public_service', 'description': 'Economic service provided by a government to people living within its jurisdiction'}, 'event_confidence': 0.9910116195678711}, {'sentence_offset': [8, 17], 'trigger_words': 'satisfies', 'trigger_confidence': 0.8843648433685303, 'event_type': {'xpo_node': 'DWD_Q5166129', 'name': 'convenience', 'description': 'quality of procedures, products and services intended to increase accessibility, save resources, and decrease frustration'}, 'event_confidence': 0.9865650534629822}]}"
Lack tweets subjugation.,implausible,0,"{'sen_id': 604, 'sentence': 'Lack tweets subjugation.', 'predicted_mentions': [{'sentence_offset': [0, 4], 'trigger_words': 'Lack', 'trigger_confidence': 0.9247229099273682, 'event_type': {'xpo_node': 'DWD_Q920600', 'name': 'urban_renewal', 'description': 'program of land redevelopment in cities, often where there is urban decay'}, 'event_confidence': 0.6089227199554443}]}"
Heckler annoys crowd.,plausible,1,"{'sen_id': 605, 'sentence': 'Heckler annoys crowd.', 'predicted_mentions': []}"
Railroad builds hotel.,plausible,0,"{'sen_id': 606, 'sentence': 'Railroad builds hotel.', 'predicted_mentions': [{'sentence_offset': [9, 15], 'trigger_words': 'builds', 'trigger_confidence': 0.9282567501068115, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.76108318567276}]}"
Fist recognizes midfield.,implausible,0,"{'sen_id': 607, 'sentence': 'Fist recognizes midfield.', 'predicted_mentions': [{'sentence_offset': [5, 15], 'trigger_words': 'recognizes', 'trigger_confidence': 0.583854615688324, 'event_type': {'xpo_node': 'DWD_Q3422036', 'name': 'recognition', 'description': 'process whereby a man is recognised as the father of a child'}, 'event_confidence': 0.9866678714752197}]}"
Paper confirms speculation.,plausible,1,"{'sen_id': 608, 'sentence': 'Paper confirms speculation.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'confirms', 'trigger_confidence': 0.9739770293235779, 'event_type': {'xpo_node': 'DWD_Q188613', 'name': 'confirmation', 'description': 'sacrament where baptism is confirmed in several Christian denominations'}, 'event_confidence': 0.9375331401824951}, {'sentence_offset': [15, 26], 'trigger_words': 'speculation', 'trigger_confidence': 0.9621028304100037, 'event_type': {'xpo_node': 'DWD_Q107885', 'name': 'speculation', 'description': 'engaging in risky financial transactions'}, 'event_confidence': 0.9725111722946167}]}"
Reign spreads power.,implausible,1,"{'sen_id': 609, 'sentence': 'Reign spreads power.', 'predicted_mentions': [{'sentence_offset': [6, 13], 'trigger_words': 'spreads', 'trigger_confidence': 0.7394132614135742, 'event_type': {'xpo_node': 'DWD_Q105460363', 'name': 'spread', 'description': 'the spread of something (e.g. a pathogen, an idea, a technique etc)'}, 'event_confidence': 0.8759341835975647}]}"
Table demonstrates misanthropy.,implausible,0,"{'sen_id': 610, 'sentence': 'Table demonstrates misanthropy.', 'predicted_mentions': [{'sentence_offset': [6, 18], 'trigger_words': 'demonstrates', 'trigger_confidence': 0.7034546136856079, 'event_type': {'xpo_node': 'DWD_Q4157632', 'name': 'product_demonstration', 'description': 'demonstration of a product to potential customers or others'}, 'event_confidence': 0.9432799816131592}]}"
Theory reiterates saving.,implausible,1,"{'sen_id': 611, 'sentence': 'Theory reiterates saving.', 'predicted_mentions': []}"
