event	original_label	abstractness_combination	rating	majority_multiclass	distribution_multiclass	majority_binary	distribution_binary
police oppose renewal	plausible	c-m-a	[4, 2, 4, 5, 4, 4, 1, 4, 2]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
police recover knife	plausible	c-m-c	[4, 5, 4, 4, 5, 4, 5, 5]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
police release photograph	plausible	c-c-c	[4, 4, 5, 5, 5, 5, 5, 5, 5, 2]	5	[0.0, 10.0, 20.0, 70.0]	1	[90.0, 10.0]
police seek revenge	plausible	c-m-a	[5, 1, 5, 5, 5, 5, 4, 4, 5]	unsure	[11.11111111111111, 0.0, 22.22222222222222, 66.66666666666666]	1	[88.88888888888889, 11.11111111111111]
police stop motorist	plausible	c-c-c	[1, 4, 5, 4, 5, 4, 4, 4, 4]	unsure	[11.11111111111111, 0.0, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
police tweet warning	plausible	c-c-m	[2, 5, 5, 5, 4, 1, 5, 5, 2, 4]	unsure	[10.0, 20.0, 20.0, 50.0]	1	[70.0, 30.0]
pollution affects health	plausible	m-a-a	[5, 4, 5, 4, 2, 4, 5, 5]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
pool fits capacity	plausible	c-m-m	[2, 2, 4, 4, 5, 4, 5, 5]	unsure	[0.0, 25.0, 37.5, 37.5]	1	[75.0, 25.0]
pope sends indulgence	plausible	c-m-a	[2, 2, 4, 5, 4, 4, 5, 4]	unsure	[0.0, 25.0, 50.0, 25.0]	1	[75.0, 25.0]
population endures hardship	plausible	m-a-a	[5, 2, 4, 5, 4, 5, 5, 4, 5, 4]	unsure	[0.0, 10.0, 40.0, 50.0]	1	[90.0, 10.0]
population follows religion	plausible	m-c-a	[1, 1, 4, 4, 1, 4, 5, 5, 1]	unsure	[44.44444444444444, 0.0, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
portion illustrates reference	plausible	m-c-a	[4, 1, 5, 2, 5, 4, 4, 5]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
portrait depicts person	plausible	c-a-c	[4, 4, 1, 5, 4, 5, 5, 5, 5, 4]	unsure	[10.0, 0.0, 40.0, 50.0]	1	[90.0, 10.0]
portrait wins popularity	plausible	c-m-a	[4, 1, 2, 2, 4, 4, 5, 5, 5, 5]	unsure	[10.0, 20.0, 30.0, 40.0]	1	[70.0, 30.0]
portrayal conveys sympathy	plausible	a-a-a	[5, 4, 5, 5, 2, 5, 5, 5]	5	[0.0, 12.5, 12.5, 75.0]	1	[87.5, 12.5]
power chooses road	plausible	a-m-c	[4, 4, 5, 4, 1, 5, 1, 5, 4]	unsure	[22.22222222222222, 0.0, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
power occupies island	plausible	a-c-c	[5, 4, 4, 1, 1, 4, 4, 4, 2]	unsure	[22.22222222222222, 11.11111111111111, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
practice assists ability	plausible	a-m-a	[4, 5, 2, 5, 4, 4, 5, 2, 5, 4]	unsure	[0.0, 20.0, 40.0, 40.0]	1	[80.0, 20.0]
presence dominates city	plausible	a-a-c	[5, 4, 2, 5, 4, 5, 5, 4]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
press sets state	plausible	m-c-m	[4, 4, 4, 4, 2, 2, 4, 4]	unsure	[0.0, 25.0, 75.0, 0.0]	1	[75.0, 25.0]
price sells mortgage	plausible	m-c-m	[1, 1, 2, 5, 5, 4, 4, 1, 1, 4]	unsure	[40.0, 10.0, 30.0, 20.0]	unsure	[50.0, 50.0]
priest receives training	plausible	c-m-m	[5, 4, 5, 4, 4, 5, 5, 2]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
princess awakens desire	plausible	c-c-a	[4, 4, 4, 4, 4, 4, 4, 2]	unsure	[0.0, 12.5, 87.5, 0.0]	1	[87.5, 12.5]
principle opposes view	plausible	a-m-m	[5, 2, 4, 4, 4, 5, 4, 1, 5]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
procedure compares distribution	plausible	a-m-m	[5, 2, 5, 4, 1, 4, 5, 4]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
process describes formation	plausible	a-a-m	[4, 4, 2, 5, 4, 5, 4, 2]	unsure	[0.0, 25.0, 50.0, 25.0]	1	[75.0, 25.0]
professor explains point	plausible	c-a-m	[5, 5, 5, 4, 4, 5, 4, 5, 5]	unsure	[0.0, 0.0, 33.33333333333333, 66.66666666666666]	1	[100.0, 0.0]
professor puts theory	plausible	c-m-a	[4, 5, 5, 5, 4, 2, 5, 5, 1]	unsure	[11.11111111111111, 11.11111111111111, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
project breaks ground	plausible	m-c-c	[5, 5, 4, 5, 2, 1, 5, 4, 4]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
project strengthens unity	plausible	m-m-a	[4, 5, 4, 5, 5, 4, 4, 5, 4, 4]	unsure	[0.0, 0.0, 60.0, 40.0]	1	[100.0, 0.0]
property characterizes bearer	plausible	m-a-m	[4, 4, 5, 2, 2, 4, 5, 1, 1, 2]	unsure	[20.0, 30.0, 30.0, 20.0]	unsure	[50.0, 50.0]
property explains role	plausible	m-a-a	[1, 4, 5, 4, 5, 5, 5, 5, 1, 5]	unsure	[20.0, 0.0, 20.0, 60.0]	1	[80.0, 20.0]
prosecution breaks silence	plausible	a-c-m	[5, 5, 4, 4, 5, 5, 5, 5, 4, 5]	5	[0.0, 0.0, 30.0, 70.0]	1	[100.0, 0.0]
protester sings anthem	plausible	m-c-m	[5, 5, 4, 4, 4, 4, 5, 2, 1, 4]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
proxy imposes control	plausible	a-a-a	[5, 4, 4, 5, 4, 5, 4, 4, 2, 4]	unsure	[0.0, 10.0, 60.0, 30.0]	1	[90.0, 10.0]
pulley reduces power	plausible	c-a-a	[4, 5, 5, 4, 1, 4, 4, 1, 2, 4]	unsure	[20.0, 10.0, 50.0, 20.0]	1	[70.0, 30.0]
purpose conveys meaning	plausible	a-a-a	[4, 4, 5, 5, 1, 1, 4, 5, 5, 5]	unsure	[20.0, 0.0, 30.0, 50.0]	1	[80.0, 20.0]
purpose ensures soundness	plausible	a-a-a	[5, 2, 4, 4, 4, 5, 2, 5]	unsure	[0.0, 25.0, 37.5, 37.5]	1	[75.0, 25.0]
purpose permits takeoff	plausible	a-c-m	[2, 2, 5, 4, 4, 4, 4, 4, 2, 4]	unsure	[0.0, 30.0, 60.0, 10.0]	1	[70.0, 30.0]
purpose secures cable	plausible	a-m-c	[4, 5, 4, 1, 4, 5, 2, 5, 5]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
purpose softens hair	plausible	a-m-c	[5, 5, 2, 1, 5, 5, 5, 4, 1]	unsure	[22.22222222222222, 11.11111111111111, 11.11111111111111, 55.55555555555556]	unsure	[66.66666666666666, 33.33333333333333]
queue shows picture	plausible	a-c-c	[2, 4, 4, 4, 5, 5, 4, 4, 2]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
railroad builds hotel	plausible	c-c-c	[1, 1, 5, 1, 5, 1, 4, 1]	unsure	[62.5, 0.0, 12.5, 25.0]	unsure	[37.5, 62.5]
rain turns stream	plausible	c-c-c	[5, 5, 4, 4, 5, 4, 5, 4, 1]	unsure	[11.11111111111111, 0.0, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
ratio outnumbers name	plausible	a-m-m	[5, 2, 2, 2, 2, 5, 5, 4, 1]	unsure	[11.11111111111111, 44.44444444444444, 11.11111111111111, 33.33333333333333]	unsure	[44.44444444444444, 55.55555555555556]
rationale discourages formation	plausible	a-a-m	[5, 4, 4, 4, 1, 5, 2, 4, 4, 5]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
reaction breaks control	plausible	a-c-a	[4, 5, 4, 5, 4, 5, 5, 4, 2, 4]	unsure	[0.0, 10.0, 50.0, 40.0]	1	[90.0, 10.0]
reader knows origin	plausible	m-a-a	[5, 4, 5, 5, 5, 2, 4, 5]	unsure	[0.0, 12.5, 25.0, 62.5]	1	[87.5, 12.5]
reader sends story	plausible	m-m-m	[4, 4, 5, 5, 5, 1, 2, 5, 2]	unsure	[11.11111111111111, 22.22222222222222, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
readout shows score	plausible	m-c-m	[1, 5, 5, 5, 4, 4, 5, 1, 5]	unsure	[22.22222222222222, 0.0, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
realignment moves end	plausible	a-c-m	[5, 4, 5, 4, 5, 4, 4, 1]	unsure	[12.5, 0.0, 50.0, 37.5]	1	[87.5, 12.5]
reason elevates importance	plausible	a-c-a	[5, 5, 5, 4, 4, 5, 4, 5, 5]	unsure	[0.0, 0.0, 33.33333333333333, 66.66666666666666]	1	[100.0, 0.0]
reason stops ship	plausible	a-c-c	[5, 1, 5, 4, 4, 5, 5, 5]	unsure	[12.5, 0.0, 25.0, 62.5]	1	[87.5, 12.5]
rebellion strengthens number	plausible	a-m-m	[5, 4, 4, 2, 4, 4, 4, 1, 2]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
receiver knows word	plausible	m-a-m	[4, 1, 4, 4, 5, 4, 5, 2, 5]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
recommendation stimulates discussion	plausible	a-c-m	[4, 5, 5, 4, 5, 5, 4, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
recovery leaves diver	plausible	a-m-c	[4, 4, 4, 5, 4, 1, 4, 5, 2]	unsure	[11.11111111111111, 11.11111111111111, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
reduction mitigates condition	plausible	a-a-a	[2, 1, 2, 5, 4, 5, 5, 4]	unsure	[12.5, 25.0, 25.0, 37.5]	unsure	[62.5, 37.5]
refinement defines attainment	plausible	a-a-a	[5, 4, 4, 4, 4, 5, 5, 5]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
regiment contributes personnel	plausible	m-a-m	[1, 5, 5, 5, 4, 2, 4, 4, 2, 4, 5]	unsure	[9.090909090909092, 18.181818181818183, 36.36363636363637, 36.36363636363637]	1	[72.72727272727273, 27.27272727272727]
relocation renders site	plausible	a-a-c	[5, 4, 4, 4, 5, 2, 2, 5, 5]	unsure	[0.0, 22.22222222222222, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
rendition concludes album	plausible	a-a-c	[2, 5, 5, 4, 5, 5, 5, 5]	5	[0.0, 12.5, 12.5, 75.0]	1	[87.5, 12.5]
reorganization stops tendency	plausible	a-c-a	[5, 4, 4, 5, 4, 4, 5, 4]	unsure	[0.0, 0.0, 62.5, 37.5]	1	[100.0, 0.0]
report alleges irregularity	plausible	m-a-a	[5, 4, 4, 5, 4, 4, 4, 1]	unsure	[12.5, 0.0, 62.5, 25.0]	1	[87.5, 12.5]
report describes campus	plausible	m-a-c	[5, 5, 1, 5, 5, 4, 4, 5]	unsure	[12.5, 0.0, 25.0, 62.5]	1	[87.5, 12.5]
reputation reaches culmination	plausible	a-c-a	[4, 4, 1, 4, 4, 4, 4, 5, 5]	unsure	[11.11111111111111, 0.0, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
researcher describes form	plausible	m-a-m	[5, 4, 4, 5, 4, 4, 5, 5]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
researcher invents horn	plausible	m-m-c	[2, 5, 4, 5, 5, 2, 1, 2, 4]	unsure	[11.11111111111111, 33.33333333333333, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
resident blames deterioration	plausible	m-a-a	[4, 5, 2, 1, 5, 5, 4, 4, 5]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
resource receives acclaim	plausible	a-m-a	[5, 5, 5, 5, 5, 4, 5, 4, 2]	unsure	[0.0, 11.11111111111111, 22.22222222222222, 66.66666666666666]	1	[88.88888888888889, 11.11111111111111]
restriction poses challenge	plausible	a-c-a	[5, 5, 5, 5, 4, 5, 4, 5, 5]	5	[0.0, 0.0, 22.22222222222222, 77.77777777777779]	1	[100.0, 0.0]
result qualifies place	plausible	a-a-m	[5, 4, 5, 4, 4, 4, 1, 4]	unsure	[12.5, 0.0, 62.5, 25.0]	1	[87.5, 12.5]
result shows damage	plausible	a-c-m	[2, 4, 4, 5, 5, 2, 5, 5]	unsure	[0.0, 25.0, 25.0, 50.0]	1	[75.0, 25.0]
review compares book	plausible	a-m-c	[5, 5, 5, 1, 5, 4, 4, 5]	unsure	[12.5, 0.0, 25.0, 62.5]	1	[87.5, 12.5]
review describes book	plausible	a-a-c	[5, 4, 5, 2, 5, 4, 4, 5, 5]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
reviewer praises film	plausible	m-m-c	[5, 5, 5, 5, 5, 4, 5, 5, 5]	5	[0.0, 0.0, 11.11111111111111, 88.88888888888889]	1	[100.0, 0.0]
rice represents mountain	plausible	c-a-c	[2, 4, 4, 4, 4, 1, 2, 4, 4]	unsure	[11.11111111111111, 22.22222222222222, 66.66666666666666, 0.0]	unsure	[66.66666666666666, 33.33333333333333]
river meanders way	plausible	c-m-a	[5, 4, 5, 4, 2, 5, 5, 2, 5]	unsure	[0.0, 22.22222222222222, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
role encourages curiosity	plausible	a-m-a	[5, 4, 4, 4, 5, 5, 5, 5, 4]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
roof characterizes mansion	plausible	c-a-c	[2, 2, 2, 4, 4, 4, 5, 4, 5, 4]	unsure	[0.0, 30.0, 50.0, 20.0]	1	[70.0, 30.0]
route follows valley	plausible	m-c-c	[4, 5, 5, 5, 5, 4, 1, 5, 4]	unsure	[11.11111111111111, 0.0, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
row elicits game	plausible	m-a-c	[4, 4, 2, 4, 4, 5, 4, 2, 5]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
rule provides value	plausible	a-m-a	[4, 4, 5, 5, 5, 5, 5, 4]	unsure	[0.0, 0.0, 37.5, 62.5]	1	[100.0, 0.0]
rule wins point	plausible	a-m-m	[4, 5, 5, 5, 5, 4, 4, 5]	unsure	[0.0, 0.0, 37.5, 62.5]	1	[100.0, 0.0]
ruler organizes election	plausible	c-m-m	[5, 1, 5, 4, 2, 5, 4, 5, 4]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
ruling applies scrutiny	plausible	a-m-a	[5, 2, 5, 4, 5, 5, 2, 5, 5, 5]	5	[0.0, 20.0, 10.0, 70.0]	1	[80.0, 20.0]
rumor hurts reputation	plausible	a-c-a	[5, 5, 2, 5, 4, 5, 5, 5, 2]	unsure	[0.0, 22.22222222222222, 11.11111111111111, 66.66666666666666]	1	[77.77777777777779, 22.22222222222222]
saga preserves grain	plausible	a-m-c	[4, 5, 5, 1, 4, 4, 1, 5, 1, 2]	unsure	[30.0, 10.0, 30.0, 30.0]	unsure	[60.0, 40.0]
sarcasm withers song	plausible	a-m-c	[5, 2, 1, 5, 4, 2, 4, 2]	unsure	[12.5, 37.5, 25.0, 25.0]	unsure	[50.0, 50.0]
satellite possesses lifetime	plausible	c-m-a	[5, 4, 4, 1, 2, 5, 2, 5, 1]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
scandal hurts department	plausible	a-c-m	[4, 2, 2, 4, 4, 4, 4, 5, 1]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
scene depicts girl	plausible	m-a-c	[5, 4, 5, 5, 4, 5, 2, 5, 5, 4]	unsure	[0.0, 10.0, 30.0, 60.0]	1	[90.0, 10.0]
scene depicts moment	plausible	m-a-a	[4, 4, 5, 4, 4, 5, 4, 2]	unsure	[0.0, 12.5, 62.5, 25.0]	1	[87.5, 12.5]
scene leaves impression	plausible	m-m-a	[5, 4, 4, 4, 5, 1, 2, 4]	unsure	[12.5, 12.5, 50.0, 25.0]	1	[75.0, 25.0]
school determines curriculum	plausible	c-a-m	[4, 2, 5, 5, 5, 5, 5, 1, 5, 5]	5	[10.0, 10.0, 10.0, 70.0]	1	[80.0, 20.0]
school drops place	plausible	c-c-m	[4, 5, 1, 1, 2, 4, 4, 2, 1, 1]	unsure	[40.0, 20.0, 30.0, 10.0]	unsure	[40.0, 60.0]
school educates girl	plausible	c-a-c	[4, 5, 5, 4, 5, 5, 5, 4, 5, 5]	5	[0.0, 0.0, 30.0, 70.0]	1	[100.0, 0.0]
school has season	plausible	c-a-m	[4, 5, 4, 5, 4, 5, 5, 2, 4, 5]	unsure	[0.0, 10.0, 40.0, 50.0]	1	[90.0, 10.0]
school holds value	plausible	c-c-a	[4, 5, 5, 5, 2, 4, 5, 5]	unsure	[0.0, 12.5, 25.0, 62.5]	1	[87.5, 12.5]
school introduces idea	plausible	c-m-a	[5, 4, 4, 5, 4, 4, 4, 5, 5, 5]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
school serves community	plausible	c-c-m	[5, 4, 5, 5, 5, 2, 5, 4]	unsure	[0.0, 12.5, 25.0, 62.5]	1	[87.5, 12.5]
school vacates building	plausible	c-c-c	[4, 5, 5, 4, 4, 2, 4, 4]	unsure	[0.0, 12.5, 62.5, 25.0]	1	[87.5, 12.5]
scope draws definition	plausible	m-c-m	[4, 5, 5, 4, 4, 5, 5, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
sculptor sculpts masterpiece	plausible	m-c-m	[5, 4, 5, 4, 4, 5, 5, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
sculpture represents issue	plausible	c-a-a	[2, 5, 4, 1, 5, 4, 4, 5, 4, 4]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
sea capsizes boat	plausible	c-c-c	[4, 5, 5, 5, 5, 5, 5, 1, 2]	unsure	[11.11111111111111, 11.11111111111111, 11.11111111111111, 66.66666666666666]	1	[77.77777777777779, 22.22222222222222]
seed transmits virus	plausible	c-c-m	[5, 4, 4, 1, 1, 2, 5, 1, 1]	unsure	[44.44444444444444, 11.11111111111111, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
sequel follows trial	plausible	a-c-m	[1, 4, 4, 5, 5, 2, 4, 5, 4]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
series receives criticism	plausible	a-m-a	[5, 5, 4, 5, 5, 5, 5, 5, 4]	5	[0.0, 0.0, 22.22222222222222, 77.77777777777779]	1	[100.0, 0.0]
series sweeps dozen	plausible	a-c-c	[2, 2, 4, 5, 4, 2, 2, 1, 5, 4, 5]	unsure	[9.090909090909092, 36.36363636363637, 27.27272727272727, 27.27272727272727]	unsure	[54.54545454545454, 45.45454545454545]
settler modifies name	plausible	m-m-m	[4, 2, 4, 1, 5, 4, 4, 2, 5]	unsure	[11.11111111111111, 22.22222222222222, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
shareholder recovers damage	plausible	m-m-m	[2, 4, 1, 5, 4, 4, 4, 5]	unsure	[12.5, 12.5, 50.0, 25.0]	1	[75.0, 25.0]
shield deflects bullet	plausible	c-c-c	[5, 2, 4, 4, 5, 5, 2, 5, 5]	unsure	[0.0, 22.22222222222222, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
shield represents shield	plausible	c-a-c	[2, 2, 5, 2, 4, 5, 1, 5, 4, 4]	unsure	[10.0, 30.0, 30.0, 30.0]	unsure	[60.0, 40.0]
shield surmounts sword	plausible	c-a-c	[2, 1, 4, 5, 4, 5, 5, 4]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
ship collides head	plausible	c-c-c	[4, 5, 5, 5, 1, 2, 1, 1, 1]	unsure	[44.44444444444444, 11.11111111111111, 11.11111111111111, 33.33333333333333]	unsure	[44.44444444444444, 55.55555555555556]
ship escorts convoy	plausible	c-c-m	[5, 5, 4, 1, 5, 2, 5, 4, 5]	unsure	[11.11111111111111, 11.11111111111111, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
ship works way	plausible	c-c-a	[4, 5, 4, 1, 2, 4, 4, 2]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
shock startles individual	plausible	m-a-m	[5, 4, 4, 4, 5, 4, 4, 5, 5]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
side concedes goal	plausible	m-a-m	[4, 1, 5, 4, 5, 4, 5, 2]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
silt raises bed	plausible	c-c-c	[4, 5, 4, 4, 1, 5, 5, 1]	unsure	[25.0, 0.0, 37.5, 37.5]	1	[75.0, 25.0]
sister inherits body	plausible	m-a-c	[4, 4, 1, 4, 2, 5, 4, 1]	unsure	[25.0, 12.5, 50.0, 12.5]	unsure	[62.5, 37.5]
sister sells part	plausible	m-c-m	[4, 4, 4, 1, 4, 4, 5, 2, 5, 4]	unsure	[10.0, 10.0, 60.0, 20.0]	1	[80.0, 20.0]
situation leaves place	plausible	a-m-m	[4, 2, 4, 1, 5, 4, 5, 1, 4, 2]	unsure	[20.0, 20.0, 40.0, 20.0]	unsure	[60.0, 40.0]
slowness encourages proliferation	plausible	a-m-a	[2, 1, 4, 4, 5, 4, 1, 5, 2, 5]	unsure	[20.0, 20.0, 30.0, 30.0]	unsure	[60.0, 40.0]
snowstorm dumps foot	plausible	c-c-c	[5, 5, 1, 4, 5, 4, 5, 4]	unsure	[12.5, 0.0, 37.5, 50.0]	1	[87.5, 12.5]
society encourages building	plausible	a-m-c	[4, 2, 4, 5, 4, 5, 5, 4, 5, 5]	unsure	[0.0, 10.0, 40.0, 50.0]	1	[90.0, 10.0]
society penetrates state	plausible	a-c-m	[2, 4, 4, 1, 5, 4, 4, 5, 1, 5]	unsure	[20.0, 10.0, 40.0, 30.0]	1	[70.0, 30.0]
sociologist pays attention	plausible	m-c-a	[5, 4, 4, 4, 5, 5, 5, 4, 5]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
software needs bit	plausible	m-a-m	[2, 5, 5, 4, 2, 4, 2, 5, 4]	unsure	[0.0, 33.33333333333333, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
soldier observes name	plausible	c-m-m	[4, 5, 4, 1, 4, 4, 1, 4]	unsure	[25.0, 0.0, 62.5, 12.5]	1	[75.0, 25.0]
soldier switches loyalty	plausible	c-c-a	[4, 5, 5, 2, 5, 5, 2, 4]	unsure	[0.0, 25.0, 25.0, 50.0]	1	[75.0, 25.0]
solution rotates plane	plausible	a-c-c	[4, 1, 1, 1, 2, 4, 4, 5, 5, 2]	unsure	[30.0, 20.0, 30.0, 20.0]	unsure	[50.0, 50.0]
son assumes place	plausible	m-a-m	[5, 5, 4, 5, 5, 5, 5, 4, 5]	5	[0.0, 0.0, 22.22222222222222, 77.77777777777779]	1	[100.0, 0.0]
son expands enterprise	plausible	m-c-a	[5, 5, 5, 5, 4, 4, 5, 4, 4]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
son implies priest	plausible	m-a-c	[1, 2, 4, 1, 2, 5, 1, 2, 1]	unsure	[44.44444444444444, 33.33333333333333, 11.11111111111111, 11.11111111111111]	0	[22.22222222222222, 77.77777777777779]
son mentions friend	plausible	m-m-m	[4, 5, 5, 4, 4, 4, 5, 5, 2, 4]	unsure	[0.0, 10.0, 50.0, 40.0]	1	[90.0, 10.0]
son rebuilds temple	plausible	m-c-c	[4, 5, 5, 4, 4, 5, 1, 5]	unsure	[12.5, 0.0, 37.5, 50.0]	1	[87.5, 12.5]
soul passes woman	plausible	a-m-c	[1, 4, 5, 4, 4, 4, 2, 2, 4]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
soul reaches ocean	plausible	a-c-c	[4, 5, 4, 2, 1, 1, 2, 4, 4, 4]	unsure	[20.0, 20.0, 50.0, 10.0]	unsure	[60.0, 40.0]
speaker demonstrates ability	plausible	c-m-a	[2, 5, 4, 5, 5, 5, 4, 5, 5, 2]	unsure	[0.0, 20.0, 20.0, 60.0]	1	[80.0, 20.0]
spokesman confirms intention	plausible	m-a-a	[4, 5, 5, 4, 4, 4, 4, 5]	unsure	[0.0, 0.0, 62.5, 37.5]	1	[100.0, 0.0]
spy mentions village	plausible	m-m-c	[5, 5, 5, 4, 5, 4, 4, 5, 2]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
statue recalls importance	plausible	c-a-a	[4, 1, 2, 4, 5, 5, 5, 2]	unsure	[12.5, 25.0, 25.0, 37.5]	unsure	[62.5, 37.5]
statute defines drink	plausible	m-a-c	[2, 4, 5, 4, 4, 1, 4, 1, 5, 2]	unsure	[20.0, 20.0, 40.0, 20.0]	unsure	[60.0, 40.0]
statute determines jurisdiction	plausible	m-a-a	[5, 2, 4, 2, 5, 4, 5, 5]	unsure	[0.0, 25.0, 25.0, 50.0]	1	[75.0, 25.0]
stigma perpetuates discrimination	plausible	a-a-a	[5, 5, 4, 2, 5, 5, 5, 4]	unsure	[0.0, 12.5, 25.0, 62.5]	1	[87.5, 12.5]
stone attests title	plausible	c-a-m	[5, 5, 2, 4, 5, 1, 5, 4, 2, 5]	unsure	[10.0, 20.0, 20.0, 50.0]	1	[70.0, 30.0]
strategy combines rhetoric	plausible	a-c-a	[2, 2, 5, 5, 5, 2, 4, 2]	unsure	[0.0, 50.0, 12.5, 37.5]	unsure	[50.0, 50.0]
street increases traffic	plausible	c-m-c	[4, 4, 5, 5, 1, 5, 5, 4, 5]	unsure	[11.11111111111111, 0.0, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
striker needs attention	plausible	m-a-a	[5, 4, 5, 5, 5, 5, 4, 4, 5, 5]	5	[0.0, 0.0, 30.0, 70.0]	1	[100.0, 0.0]
student attains point	plausible	c-a-m	[5, 5, 5, 5, 1, 4, 5, 4, 2, 4]	unsure	[10.0, 10.0, 30.0, 50.0]	1	[80.0, 20.0]
