text,original_label,label,event_type,subject_types,object_types
Hen lays egg.,plausible,1,"{'sen_id': 229, 'sentence': 'Hen lays egg.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'lays', 'trigger_confidence': 0.9683428406715393, 'event_type': {'xpo_node': 'DWD_Q66269609', 'name': 'minelaying', 'description': 'mine warfare operation in which mines are put in place'}, 'event_confidence': 0.8920845985412598}]}","[{'wd_qid': 'Q5113', 'wd_label': 'bird', 'description': 'class of tetrapods'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q729', 'wd_label': 'animal', 'description': 'kingdom of multicellular eukaryotic organisms'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q17147', 'wd_label': 'egg', 'description': 'organic vessel in which an embryo first begins to develop'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q5113', 'wd_label': 'bird', 'description': 'class of tetrapods'}, {'wd_qid': 'Q729', 'wd_label': 'animal', 'description': 'kingdom of multicellular eukaryotic organisms'}]"
Thunderstorm runs portrait.,implausible,1,"{'sen_id': 230, 'sentence': 'Thunderstorm runs portrait.', 'predicted_mentions': []}","[{'wd_qid': 'Q81054', 'wd_label': 'storm', 'description': ""any disturbed state of an astronomical body's atmosphere""}, {'wd_qid': 'Q11663', 'wd_label': 'weather', 'description': 'state of the atmosphere'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q8094', 'wd_label': 'wind', 'description': 'flow of gases or air on a large scale'}, {'wd_qid': 'Q9674133', 'wd_label': 'calamity', 'description': ''}, {'wd_qid': 'Q79602', 'wd_label': 'cyclone', 'description': 'large scale air mass that rotates around a strong center of low pressure'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q81054', 'wd_label': 'storm', 'description': ""any disturbed state of an astronomical body's atmosphere""}]"
Project requires facility.,plausible,1,"{'sen_id': 231, 'sentence': 'Project requires facility.', 'predicted_mentions': []}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}, {'wd_qid': 'Q170584', 'wd_label': 'project', 'description': 'collaborative enterprise, frequently involving research or design, that is carefully planned to achieve a particular aim'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q13226383', 'wd_label': 'facility', 'description': 'place for doing something'}]"
Team visits village.,plausible,1,"{'sen_id': 232, 'sentence': 'Team visits village.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'visits', 'trigger_confidence': 0.9735852479934692, 'event_type': {'xpo_node': 'DWD_Q6163881', 'name': 'visit', 'description': 'custom of going to the home of a relative, friend or acquaintance for social reasons'}, 'event_confidence': 0.992286205291748}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q327245', 'wd_label': 'team', 'description': 'group linked in a common purpose'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}]","[{'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}, {'wd_qid': 'Q19610511', 'wd_label': 'township', 'description': 'designation for an administrative territorial entity'}, {'wd_qid': 'Q3957', 'wd_label': 'town', 'description': 'settlement that is smaller than a city but bigger than a large village (or borough in some areas)'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q532', 'wd_label': 'village', 'description': 'small clustered human settlement smaller than a town'}, {'wd_qid': 'Q11500', 'wd_label': 'area', 'description': 'quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane'}, {'wd_qid': 'Q15284', 'wd_label': 'municipality', 'description': 'administrative division having corporate status and usually powers of self-government or jurisdiction'}, {'wd_qid': 'Q177634', 'wd_label': 'community', 'description': 'social unit of human organisms who share common values'}]"
Study submerges weapon.,implausible,1,"{'sen_id': 233, 'sentence': 'Study submerges weapon.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'submerges', 'trigger_confidence': 0.930564284324646, 'event_type': {'xpo_node': 'DWD_Q57054064', 'name': 'immersion', 'description': 'act of immerging an object in a liquid or gas'}, 'event_confidence': 0.8820650577545166}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q48282', 'wd_label': 'student', 'description': 'learner, or someone who attends an educational institution'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q728', 'wd_label': 'weapon', 'description': 'tool intended or likely to inflict damage or harm'}]"
Description overestimates crispness.,implausible,1,"{'sen_id': 234, 'sentence': 'Description overestimates crispness.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q36180', 'wd_label': 'writer', 'description': 'person who uses written words to communicate ideas and to produce works of literature'}]","[{'wd_qid': 'Q1207505', 'wd_label': 'quality', 'description': 'characteristic trait that differentiates an entity'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}]"
Decentralization exposes perspective.,implausible,1,"{'sen_id': 235, 'sentence': 'Decentralization exposes perspective.', 'predicted_mentions': [{'sentence_offset': [17, 24], 'trigger_words': 'exposes', 'trigger_confidence': 0.9398056864738464, 'event_type': {'xpo_node': 'DWD_Q1384726', 'name': 'exposure', 'description': 'in medical context, environmental influence on an object or living thing'}, 'event_confidence': 0.9597957134246826}]}","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]","[{'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Amphibian outshines patron.,implausible,1,"{'sen_id': 236, 'sentence': 'Amphibian outshines patron.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}, {'wd_qid': 'Q516590', 'wd_label': 'patron', 'description': 'honorary person or organization that supports another organization'}]"
Hobby plays guitar.,plausible,1,"{'sen_id': 237, 'sentence': 'Hobby plays guitar.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'plays', 'trigger_confidence': 0.9686108827590942, 'event_type': {'xpo_node': 'DWD_Q1361181', 'name': 'role-playing', 'description': ""changing of one's behaviour to assume a role""}, 'event_confidence': 0.9450215697288513}]}","[{'wd_qid': 'Q639669', 'wd_label': 'musician', 'description': 'person who composes, conducts or performs music'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q4197743', 'wd_label': 'player', 'description': 'person who plays a game'}, {'wd_qid': 'Q138858', 'wd_label': 'entertainer', 'description': 'person using acting, singing, etc. to entertain an audience'}, {'wd_qid': 'Q483501', 'wd_label': 'artist', 'description': 'person who engages in any form of artistic creation or practice'}]","[{'wd_qid': 'Q39546', 'wd_label': 'tool', 'description': 'physical item that can be used to achieve a goal'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q34379', 'wd_label': 'musical instrument', 'description': 'device created or adapted to make musical sounds'}]"
Manager leads franchise.,plausible,1,"{'sen_id': 238, 'sentence': 'Manager leads franchise.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q4830453', 'wd_label': 'business', 'description': 'entity involved in commercial, industrial, or professional activities'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q6881511', 'wd_label': 'enterprise', 'description': 'organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources'}]"
Computer reads scanner.,implausible,1,"{'sen_id': 239, 'sentence': 'Computer reads scanner.', 'predicted_mentions': [{'sentence_offset': [9, 14], 'trigger_words': 'reads', 'trigger_confidence': 0.9121689796447754, 'event_type': {'xpo_node': 'DWD_Q199657', 'name': 'reading', 'description': 'cognitive process of decoding symbols to derive meaning; a form of language processing'}, 'event_confidence': 0.9354384541511536}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q11019', 'wd_label': 'machine', 'description': 'tool containing one or more parts that uses energy to perform an intended action'}, {'wd_qid': 'Q68', 'wd_label': 'computer', 'description': 'general-purpose device for performing arithmetic or logical operations'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11019', 'wd_label': 'machine', 'description': 'tool containing one or more parts that uses energy to perform an intended action'}, {'wd_qid': 'Q68', 'wd_label': 'computer', 'description': 'general-purpose device for performing arithmetic or logical operations'}]"
